recipe_id,canonical_name,amount,unit,amount_value,amount_ratio_all,amount_rank_all
154,port,0.75,oz,0.75,0.22522522522522523,2.0
154,benedictine,0.25,oz,0.25,0.07507507507507508,5.0
155,lemon juice,0.5,oz,0.5,0.058823529411764705,4.0
155,egg white,0.5,oz,0.5,0.058823529411764705,4.0
155,ginger liqueur,0.5,oz,0.5,0.058823529411764705,4.0
155,honey syrup,0.5,oz,0.5,0.058823529411764705,4.0
155,christmas spirit,1.5,oz,1.5,0.17647058823529413,3.0
155,ale,2.0,oz,2.0,0.23529411764705882,2.0
155,aromatic bitters,3.0,drop,3.0,0.35294117647058826,1.0
156,ginger liqueur,0.5,oz,0.5,0.16666666666666666,2.0
156,gin,1.0,oz,1.0,0.3333333333333333,1.0
156,bitter,0.5,oz,0.5,0.16666666666666666,2.0
156,quinquina,1.0,oz,1.0,0.3333333333333333,1.0
157,gin,1.5,oz,1.5,0.3,1.0
157,angostura bitters,1.0,dash,1.0,0.2,2.0
157,gin,0.5,oz,0.5,0.1,4.0
157,honey syrup,0.25,oz,0.25,0.05,5.0
157,bitters,1.0,dash,1.0,0.2,2.0
157,water,0.75,oz,0.75,0.15,3.0
158,gin,0.5,oz,0.5,0.06060606060606061,4.0
158,lemon juice,0.75,oz,0.75,0.09090909090909091,3.0
158,tonic water,0.5,oz,0.5,0.06060606060606061,4.0
158,vermouth,1.5,oz,1.5,0.18181818181818182,2.0
158,grapefruit liqueur,0.5,oz,0.5,0.06060606060606061,4.0
158,yellow chartreuse,0.5,oz,0.5,0.06060606060606061,4.0
158,celery bitters,2.0,dash,2.0,0.24242424242424243,1.0
158,coriander tincture,2.0,dash,2.0,0.24242424242424243,1.0
159,lemon juice,0.5,oz,0.5,0.14285714285714285,3.0
159,aperitivo,1.5,oz,1.5,0.42857142857142855,1.0
159,blood orange syrup,0.5,oz,0.5,0.14285714285714285,3.0
159,sparkling wine,1.0,splash,1.0,0.2857142857142857,2.0
160,gin,1.0,oz,1.0,0.23529411764705882,1.0
160,lemon juice,0.75,oz,0.75,0.17647058823529413,2.0
160,ginger liqueur,1.0,oz,1.0,0.23529411764705882,1.0
160,soda water,1.0,splash,1.0,0.23529411764705882,1.0
160,lemon syrup,0.5,oz,0.5,0.11764705882352941,3.0
161,egg white,1.0,,1.0,0.2,2.0
161,ginger liqueur,0.5,oz,0.5,0.1,4.0
161,simple syrup,0.75,oz,0.75,0.15,3.0
161,lemon,0.75,oz,0.75,0.15,3.0
161,gin,2.0,oz,2.0,0.4,1.0
161,soda water,,,,,
162,absinthe,2.0,dash,2.0,0.5,1.0
162,cognac,1.5,oz,1.5,0.375,2.0
162,elderflower liqueur,0.5,oz,0.5,0.125,3.0
162,sparkling wine,,top,,,
163,lemon juice,0.75,oz,0.75,0.13043478260869565,3.0
163,egg white,1.0,,1.0,0.17391304347826086,2.0
163,ginger liqueur,0.5,oz,0.5,0.08695652173913043,4.0
163,angostura bitters,1.0,dash,1.0,0.17391304347826086,2.0
163,honey syrup,0.5,oz,0.5,0.08695652173913043,4.0
163,bourbon,1.5,oz,1.5,0.2608695652173913,1.0
163,creme de peche,0.5,oz,0.5,0.08695652173913043,4.0
164,lemon juice,0.5,oz,0.5,0.05,4.0
164,vodka,2.0,oz,2.0,0.2,2.0
164,tomato juice,6.0,oz,6.0,0.6,1.0
164,bloody mary seasoning,1.5,tsp,1.5,0.15,3.0
165,ginger liqueur,1.5,oz,1.5,0.3157894736842105,1.0
165,rum,0.5,oz,0.5,0.10526315789473684,4.0
165,lemon juice,0.5,oz,0.5,0.10526315789473684,4.0
165,sarsaparilla syrup,0.5,oz,0.5,0.10526315789473684,4.0
165,carbonated water,0.75,oz,0.75,0.15789473684210525,3.0
165,pomegranate bitters,1.0,dash,1.0,0.21052631578947367,2.0
166,vermouth,0.5,oz,0.5,0.125,3.0
166,vodka,2.0,oz,2.0,0.5,1.0
166,sweet vermouth,0.5,oz,0.5,0.125,3.0
166,apricot brandy,1.0,oz,1.0,0.25,2.0
167,vodka,1.0,oz,1.0,0.25,2.0
167,club soda,2.0,oz,2.0,0.5,1.0
167,americano,1.0,oz,1.0,0.25,2.0
168,lemon juice,0.5,oz,0.5,0.18181818181818182,2.0
168,maraschino liqueur,0.25,oz,0.25,0.09090909090909091,3.0
168,amaro,0.5,oz,0.5,0.18181818181818182,2.0
168,pisco,1.5,oz,1.5,0.5454545454545454,1.0
169,maraschino liqueur,2.0,dash,2.0,0.4,1.0
169,vodka,2.0,oz,2.0,0.4,1.0
169,vermouth bianco,1.0,oz,1.0,0.2,2.0
169,salt,,,,,
170,gin,2.0,oz,2.0,0.2962962962962963,1.0
170,maraschino liqueur,1.0,bsp,1.0,0.14814814814814814,2.0
170,vermouth,0.5,oz,0.5,0.07407407407407407,3.0
170,gentiane aperitif,0.25,oz,0.25,0.037037037037037035,4.0
170,absinthe,1.0,bsp,1.0,0.14814814814814814,2.0
170,lime bitters,2.0,dash,2.0,0.2962962962962963,1.0
171,angostura bitters,1.0,dash,1.0,0.2222222222222222,2.0
171,rye whiskey,1.0,oz,1.0,0.2222222222222222,2.0
171,pisco,1.5,oz,1.5,0.3333333333333333,1.0
171,amaro,1.0,bsp,1.0,0.2222222222222222,2.0
172,gin,1.5,oz,1.5,0.23076923076923078,2.0
172,absinthe,2.0,dash,2.0,0.3076923076923077,1.0
172,lemon bitters,2.0,dash,2.0,0.3076923076923077,1.0
172,apricot eau-de-vie,0.75,oz,0.75,0.11538461538461539,3.0
172,grenadine,0.25,oz,0.25,0.038461538461538464,4.0
173,gin,1.5,oz,1.5,0.21428571428571427,2.0
173,celery bitters,1.0,dash,1.0,0.14285714285714285,3.0
173,sake,1.5,oz,1.5,0.21428571428571427,2.0
173,scotch,3.0,dash,3.0,0.42857142857142855,1.0
174,amaro,0.5,oz,0.5,0.16666666666666666,3.0
174,cognac,1.5,oz,1.5,0.5,1.0
174,bonal,0.75,oz,0.75,0.25,2.0
174,nocino,0.25,oz,0.25,0.08333333333333333,4.0
175,lemon juice,0.75,oz,0.75,0.2,3.0
175,bourbon,1.0,oz,1.0,0.26666666666666666,2.0
175,pommeau,1.5,oz,1.5,0.4,1.0
175,chamomile tea syrup,0.5,oz,0.5,0.13333333333333333,4.0
176,vermouth,0.5,part,0.5,0.06666666666666667,5.0
176,lemon juice,1.0,part,1.0,0.13333333333333333,3.0
176,simple syrup,0.5,part,0.5,0.06666666666666667,5.0
176,apricot liqueur,0.25,part,0.25,0.03333333333333333,6.0
176,gin,1.5,part,1.5,0.2,2.0
176,amaro,0.75,part,0.75,0.1,4.0
176,apple juice,1.0,part,1.0,0.13333333333333333,3.0
176,green tea,2.0,part,2.0,0.26666666666666666,1.0
177,lemon juice,0.75,oz,0.75,0.1875,2.0
177,vodka,2.0,oz,2.0,0.5,1.0
177,simple syrup,0.5,oz,0.5,0.125,3.0
177,grapefruit juice,0.75,oz,0.75,0.1875,2.0
177,orange bitters,,,,,
177,basil,,,,,
178,cachaca,2.0,oz,2.0,0.11764705882352941,3.0
178,simple syrup,1.0,oz,1.0,0.058823529411764705,4.0
178,coconut milk,1.0,oz,1.0,0.058823529411764705,4.0
178,orange flower water,4.0,dash,4.0,0.23529411764705882,2.0
178,bitters,9.0,drop,9.0,0.5294117647058824,1.0
179,mezcal,1.5,oz,1.5,0.14457831325301204,2.0
179,amaro,0.75,oz,0.75,0.07228915662650602,3.0
179,vanilla,0.125,oz,0.125,0.012048192771084338,4.0
179,bitters,8.0,dash,8.0,0.7710843373493976,1.0
180,lemon juice,0.75,oz,0.75,0.16666666666666666,2.0
180,applejack,1.0,oz,1.0,0.2222222222222222,1.0
180,orgeat,0.75,oz,0.75,0.16666666666666666,2.0
180,sherry,1.0,oz,1.0,0.2222222222222222,1.0
180,creme de noyaux,1.0,bsp,1.0,0.2222222222222222,1.0
181,pisco,2.0,oz,2.0,0.17391304347826086,3.0
181,rum,0.5,oz,0.5,0.043478260869565216,4.0
181,celery shrub,6.0,dash,6.0,0.5217391304347826,1.0
181,tarragon tincture,3.0,dash,3.0,0.2608695652173913,2.0
182,gin,1.5,oz,1.5,0.2727272727272727,1.0
182,lemon juice,0.5,oz,0.5,0.09090909090909091,3.0
182,egg white,1.0,,1.0,0.18181818181818182,2.0
182,apple cider,,top,,,
182,orange liqueur,0.5,oz,0.5,0.09090909090909091,3.0
182,pumpkin puree,1.5,oz,1.5,0.2727272727272727,1.0
182,ginger syrup,0.5,oz,0.5,0.09090909090909091,3.0
183,lemon juice,0.75,oz,0.75,0.17647058823529413,2.0
183,vodka,1.5,oz,1.5,0.35294117647058826,1.0
183,simple syrup,0.5,oz,0.5,0.11764705882352941,3.0
183,pine liqueur,0.75,oz,0.75,0.17647058823529413,2.0
183,strawberry juice,0.75,oz,0.75,0.17647058823529413,2.0
184,lemon juice,0.5,oz,0.5,0.11764705882352941,2.0
184,pineapple syrup,0.5,oz,0.5,0.11764705882352941,2.0
184,egg white,0.5,oz,0.5,0.11764705882352941,2.0
184,tequila,2.0,oz,2.0,0.47058823529411764,1.0
184,vanilla syrup,0.25,oz,0.25,0.058823529411764705,3.0
184,coconut cream,0.5,oz,0.5,0.11764705882352941,2.0
185,sparkling wine,4.0,oz,4.0,0.8,1.0
185,cherry syrup,1.0,bsp,1.0,0.2,2.0
186,lemon juice,0.5,oz,0.5,0.12019230769230768,3.0
186,maraschino liqueur,0.16,oz,0.16,0.038461538461538464,5.0
186,amaro,0.75,oz,0.75,0.18028846153846154,2.0
186,cognac,1.5,oz,1.5,0.3605769230769231,1.0
186,amaretto,0.25,oz,0.25,0.06009615384615384,4.0
186,apricot liqueur,0.5,oz,0.5,0.12019230769230768,3.0
186,apricot puree,0.5,oz,0.5,0.12019230769230768,3.0
187,lemon juice,0.5,oz,0.5,0.07407407407407407,5.0
187,rum,1.5,oz,1.5,0.2222222222222222,2.0
187,honey syrup,0.75,oz,0.75,0.1111111111111111,4.0
187,rose wine,3.0,oz,3.0,0.4444444444444444,1.0
187,watermelon,,,,,
187,pomegranate juice,1.0,oz,1.0,0.14814814814814814,3.0
187,cinnamon,,,,,
187,grated,,,,,
187,grated,,,,,
187,nutmeg,,,,,
187,cherry,,,,,
187,strawberry,,,,,
187,sugar cube,,,,,
188,bitter bianco,1.0,oz,1.0,0.16666666666666666,2.0
188,orange bitters,2.0,dash,2.0,0.3333333333333333,1.0
188,gin,2.0,oz,2.0,0.3333333333333333,1.0
188,maraschino liqueur,1.0,bsp,1.0,0.16666666666666666,2.0
189,pisco,1.5,oz,1.5,0.3157894736842105,2.0
189,bitter bianco,1.0,oz,1.0,0.21052631578947367,3.0
189,bay leaf syrup,0.25,oz,0.25,0.05263157894736842,4.0
189,salt,2.0,dash,2.0,0.42105263157894735,1.0
190,lemon juice,0.75,oz,0.75,0.10714285714285714,2.0
190,vermouth bianco,0.75,oz,0.75,0.10714285714285714,2.0
190,gin,2.0,oz,2.0,0.2857142857142857,1.0
190,rhubarb juice,0.5,oz,0.5,0.07142857142857142,3.0
190,grapefruit juice,0.5,oz,0.5,0.07142857142857142,3.0
190,rhubarb syrup,0.5,oz,0.5,0.07142857142857142,3.0
190,celery bitters,2.0,dash,2.0,0.2857142857142857,1.0
191,lemon juice,0.5,oz,0.5,0.13333333333333333,3.0
191,amaro,1.5,oz,1.5,0.4,1.0
191,egg white,0.5,oz,0.5,0.13333333333333333,3.0
191,simple syrup,0.25,oz,0.25,0.06666666666666667,4.0
191,rhubarb bitters,1.0,dash,1.0,0.26666666666666666,2.0
192,angostura bitters,2.0,dash,2.0,0.38095238095238093,1.0
192,whisky,2.0,oz,2.0,0.38095238095238093,1.0
192,amaro,0.75,oz,0.75,0.14285714285714285,2.0
192,sherry,0.5,oz,0.5,0.09523809523809523,3.0
193,soda water,1.0,oz,1.0,0.17391304347826086,1.0
193,lemon juice,0.5,oz,0.5,0.08695652173913043,3.0
193,ginger liqueur,0.75,oz,0.75,0.13043478260869565,2.0
193,orange juice,1.0,oz,1.0,0.17391304347826086,1.0
193,gin,1.0,oz,1.0,0.17391304347826086,1.0
193,quinquina,1.0,oz,1.0,0.17391304347826086,1.0
193,jalapeno syrup,0.5,oz,0.5,0.08695652173913043,3.0
194,vermouth,1.0,dash,1.0,0.18181818181818182,2.0
194,vodka,4.0,oz,4.0,0.7272727272727273,1.0
194,olive juice,0.5,oz,0.5,0.09090909090909091,3.0
195,maraschino liqueur,0.25,oz,0.25,0.03571428571428571,4.0
195,whisky,2.0,oz,2.0,0.2857142857142857,2.0
195,pommeau,0.75,oz,0.75,0.10714285714285714,3.0
195,walnut bitters,4.0,dash,4.0,0.5714285714285714,1.0
196,gin,1.0,oz,1.0,0.4,1.0
196,vodka,1.0,oz,1.0,0.4,1.0
196,quinquina,0.5,oz,0.5,0.2,2.0
197,vodka,2.0,oz,2.0,0.38095238095238093,1.0
197,simple syrup,0.25,oz,0.25,0.047619047619047616,3.0
197,angostura bitters,2.0,dash,2.0,0.38095238095238093,1.0
197,bitters,1.0,dash,1.0,0.19047619047619047,2.0
198,vermouth,0.5,oz,0.5,0.16666666666666666,2.0
198,maraschino liqueur,0.5,oz,0.5,0.16666666666666666,2.0
198,bitter bianco,1.5,oz,1.5,0.5,1.0
198,pisco,0.5,oz,0.5,0.16666666666666666,2.0
199,lime juice,0.5,oz,0.5,0.1111111111111111,4.0
199,gin,1.75,oz,1.75,0.3888888888888889,1.0
199,falernum,0.75,oz,0.75,0.16666666666666666,3.0
199,pear sage foam,0.5,oz,0.5,0.1111111111111111,4.0
199,prosecco,1.0,float,1.0,0.2222222222222222,2.0
200,lemon juice,1.0,oz,1.0,0.23529411764705882,2.0
200,cherry liqueur,0.5,oz,0.5,0.11764705882352941,3.0
200,whiskey,1.5,oz,1.5,0.35294117647058826,1.0
200,sugar syrup,0.25,oz,0.25,0.058823529411764705,4.0
200,orange bitters,1.0,dash,1.0,0.23529411764705882,2.0
201,lime juice,0.5,oz,0.5,0.1111111111111111,3.0
201,pineapple juice,0.5,oz,0.5,0.1111111111111111,3.0
201,gin,2.0,oz,2.0,0.4444444444444444,1.0
201,vermouth,0.5,oz,0.5,0.1111111111111111,3.0
201,simple syrup,0.25,oz,0.25,0.05555555555555555,4.0
201,sparkling wine,0.75,float,0.75,0.16666666666666666,2.0
202,gin,1.5,oz,1.5,0.3157894736842105,1.0
202,honey,0.75,oz,0.75,0.15789473684210525,3.0
202,amaro,1.5,oz,1.5,0.3157894736842105,1.0
202,egg,1.0,whole,1.0,0.21052631578947367,2.0
203,pisco,0.75,oz,0.75,0.2,2.0
203,lime,0.5,oz,0.5,0.13333333333333333,3.0
203,tequila,0.75,oz,0.75,0.2,2.0
203,gruner veltliner,0.5,oz,0.5,0.13333333333333333,3.0
203,pineapple gum,0.25,oz,0.25,0.06666666666666667,4.0
203,marmalade,1.0,bsp,1.0,0.26666666666666666,1.0
204,vodka,1.5,oz,1.5,0.2857142857142857,1.0
204,benedictine,0.25,oz,0.25,0.047619047619047616,4.0
204,brandy,0.75,oz,0.75,0.14285714285714285,3.0
204,vermouth,0.75,oz,0.75,0.14285714285714285,3.0
204,bitters,1.0,tincture,1.0,0.19047619047619047,2.0
204,angostura bitters,1.0,tincture,1.0,0.19047619047619047,2.0
205,lemon juice,0.5,oz,0.5,0.15384615384615385,3.0
205,simple syrup,0.5,oz,0.5,0.15384615384615385,3.0
205,vodka,1.5,oz,1.5,0.46153846153846156,1.0
205,gin,0.75,oz,0.75,0.23076923076923078,2.0
206,bitter bianco,1.0,oz,1.0,0.16,2.0
206,orange bitters,2.0,dash,2.0,0.32,1.0
206,mineral water,1.0,oz,1.0,0.16,2.0
206,gin,1.0,oz,1.0,0.16,2.0
206,pear syrup,0.25,oz,0.25,0.04,3.0
206,lemon soda,1.0,oz,1.0,0.16,2.0
207,lemon juice,2.0,oz,2.0,0.07142857142857142,4.0
207,ginger liqueur,3.0,oz,3.0,0.10714285714285714,3.0
207,prosecco,6.0,oz,6.0,0.21428571428571427,2.0
207,falernum,1.5,oz,1.5,0.05357142857142857,5.0
207,calvados,9.0,oz,9.0,0.32142857142857145,1.0
207,mint tea,6.0,oz,6.0,0.21428571428571427,2.0
207,pimento bitters,0.5,oz,0.5,0.017857142857142856,6.0
208,lemon juice,0.5,oz,0.5,0.125,4.0
208,whisky,1.5,oz,1.5,0.375,1.0
208,mint tea,1.0,oz,1.0,0.25,2.0
208,ginger liqueur,0.75,oz,0.75,0.1875,3.0
208,honey syrup,0.25,oz,0.25,0.0625,5.0
209,gin,2.0,oz,2.0,0.36363636363636365,1.0
209,angostura bitters,1.0,dash,1.0,0.18181818181818182,2.0
209,bitter,0.5,oz,0.5,0.09090909090909091,3.0
209,bitters,1.0,dash,1.0,0.18181818181818182,2.0
209,coconut liqueur,1.0,bsp,1.0,0.18181818181818182,2.0
210,lemon juice,1.0,oz,1.0,0.2222222222222222,2.0
210,vermouth,1.0,oz,1.0,0.2222222222222222,2.0
210,bourbon,2.0,oz,2.0,0.4444444444444444,1.0
210,maple syrup,0.5,oz,0.5,0.1111111111111111,3.0
211,gin,1.5,oz,1.5,0.3157894736842105,1.0
211,lemon juice,0.75,oz,0.75,0.15789473684210525,3.0
211,maraschino liqueur,0.5,oz,0.5,0.10526315789473684,4.0
211,bitters,1.0,dash,1.0,0.21052631578947367,2.0
211,grapefruit juice,1.0,oz,1.0,0.21052631578947367,2.0
211,lager,,,,,
212,ginger liqueur,0.5,oz,0.5,0.09090909090909091,3.0
212,cognac,2.0,oz,2.0,0.36363636363636365,2.0
212,bitters,3.0,dash,3.0,0.5454545454545454,1.0
213,lime juice,0.75,oz,0.75,0.23076923076923078,2.0
213,vodka,2.0,oz,2.0,0.6153846153846154,1.0
213,ginger liqueur,0.5,oz,0.5,0.15384615384615385,3.0
213,ginger beer,,top,,,
214,lemon juice,0.5,oz,0.5,0.10526315789473684,4.0
214,vodka,1.5,oz,1.5,0.3157894736842105,2.0
214,orange bitters,2.0,dash,2.0,0.42105263157894735,1.0
214,grapefruit liqueur,0.75,oz,0.75,0.15789473684210525,3.0
214,ipa,,top,,,
215,lemon juice,1.0,oz,1.0,0.10526315789473684,3.0
215,egg white,0.5,oz,0.5,0.05263157894736842,4.0
215,vodka,2.0,oz,2.0,0.21052631578947367,2.0
215,ginger liqueur,0.5,oz,0.5,0.05263157894736842,4.0
215,angostura bitters,2.0,dash,2.0,0.21052631578947367,2.0
215,honey syrup,0.5,oz,0.5,0.05263157894736842,4.0
215,brown ale,3.0,oz,3.0,0.3157894736842105,1.0
216,cognac,1.5,oz,1.5,0.42857142857142855,1.0
216,cynar,0.5,oz,0.5,0.14285714285714285,3.0
216,spice mix,0.5,oz,0.5,0.14285714285714285,3.0
216,coffee,1.0,oz,1.0,0.2857142857142857,2.0
217,christmas spirit,2.0,oz,2.0,0.47058823529411764,1.0
217,vermouth bianco,1.0,oz,1.0,0.23529411764705882,2.0
217,triple sec,0.25,oz,0.25,0.058823529411764705,3.0
217,orange bitters,1.0,dash,1.0,0.23529411764705882,2.0
218,vermouth,1.0,oz,1.0,0.25,2.0
218,bitters,1.0,dash,1.0,0.25,2.0
218,whisky,2.0,oz,2.0,0.5,1.0
219,bitter bianco,1.0,oz,1.0,0.21052631578947367,1.0
219,lemon bitters,1.0,dash,1.0,0.21052631578947367,1.0
219,mineral water,1.0,oz,1.0,0.21052631578947367,1.0
219,gin,1.0,oz,1.0,0.21052631578947367,1.0
219,falernum,0.75,oz,0.75,0.15789473684210525,2.0
220,gin,1.5,oz,1.5,0.3157894736842105,1.0
220,lemon juice,0.75,oz,0.75,0.15789473684210525,3.0
220,pineapple juice,1.0,oz,1.0,0.21052631578947367,2.0
220,sherry,0.75,oz,0.75,0.15789473684210525,3.0
220,brown sugar syrup,0.75,oz,0.75,0.15789473684210525,3.0
221,maraschino liqueur,0.25,oz,0.25,0.05,3.0
221,orange bitters,2.0,dash,2.0,0.4,1.0
221,gin,2.0,oz,2.0,0.4,1.0
221,vermouth,0.75,oz,0.75,0.15,2.0
222,gin,1.5,oz,1.5,0.42857142857142855,1.0
222,quinquina liqueur,1.0,oz,1.0,0.2857142857142857,2.0
222,barolo chinato,1.0,oz,1.0,0.2857142857142857,2.0
223,bitter bianco,1.5,oz,1.5,0.46153846153846156,1.0
223,gin,0.75,oz,0.75,0.23076923076923078,3.0
223,carrot eau de vie,1.0,oz,1.0,0.3076923076923077,2.0
224,gin,0.3,l,0.3,0.09584664536741214,4.0
224,tea,1.0,part,1.0,0.3194888178913738,1.0
224,cider,1.0,part,1.0,0.3194888178913738,1.0
224,honey syrup,0.5,part,0.5,0.1597444089456869,2.0
224,cava,0.33,part,0.33,0.10543130990415336,3.0
224,angostura bitters,,,,,
225,lime juice,0.75,oz,0.75,0.20689655172413793,2.0
225,whisky,1.5,oz,1.5,0.41379310344827586,1.0
225,madeira,0.75,oz,0.75,0.20689655172413793,2.0
225,orgeat,0.625,oz,0.625,0.1724137931034483,3.0
226,lemon juice,0.75,oz,0.75,0.2727272727272727,2.0
226,ginger liqueur,0.5,oz,0.5,0.18181818181818182,3.0
226,gin,1.0,oz,1.0,0.36363636363636365,1.0
226,honey syrup,0.5,oz,0.5,0.18181818181818182,3.0
227,simple syrup,0.75,oz,0.75,0.07692307692307693,4.0
227,lime juice,1.0,oz,1.0,0.10256410256410256,3.0
227,gin,1.5,oz,1.5,0.15384615384615385,2.0
227,pimm's,0.5,oz,0.5,0.05128205128205128,5.0
227,amaretto,1.0,bsp,1.0,0.10256410256410256,3.0
227,basil,5.0,l,5.0,0.5128205128205128,1.0
228,aperitivo,1.0,oz,1.0,0.3333333333333333,1.0
228,calvados,1.0,oz,1.0,0.3333333333333333,1.0
228,scotch whisky,1.0,oz,1.0,0.3333333333333333,1.0
229,angostura bitters,3.0,dash,3.0,0.5,1.0
229,gin,1.5,oz,1.5,0.25,2.0
229,bitter,0.5,oz,0.5,0.08333333333333333,4.0
229,vermouth,1.0,oz,1.0,0.16666666666666666,3.0
230,gin,2.0,oz,2.0,0.3076923076923077,2.0
230,vermouth,0.5,oz,0.5,0.07692307692307693,4.0
230,calisaya,1.0,bsp,1.0,0.15384615384615385,3.0
230,grapefruit bitters,3.0,dash,3.0,0.46153846153846156,1.0
231,bitter bianco,0.75,oz,0.75,0.1875,2.0
231,prosecco,2.5,oz,2.5,0.625,1.0
231,vermouth,0.75,oz,0.75,0.1875,2.0
232,bitter bianco,1.0,oz,1.0,0.25,2.0
232,prosecco,2.0,oz,2.0,0.5,1.0
232,tincture,0.25,oz,0.25,0.0625,4.0
232,pisco,0.75,oz,0.75,0.1875,3.0
233,bitter bianco,0.75,oz,0.75,0.125,3.0
233,coconut water,0.75,oz,0.75,0.125,3.0
233,cachaca,0.75,oz,0.75,0.125,3.0
233,gin,0.75,oz,0.75,0.125,3.0
233,coconut tincture,2.0,dash,2.0,0.3333333333333333,1.0
233,almond extract,1.0,dash,1.0,0.16666666666666666,2.0
233,tonic water,,top,,,
234,gin,1.0,oz,1.0,0.25,2.0
234,bitter bianco,0.5,oz,0.5,0.125,3.0
234,apple water,1.5,oz,1.5,0.375,1.0
234,citric acid,1.0,ml,1.0,0.25,2.0
235,lime juice,1.0,oz,1.0,0.13333333333333333,3.0
235,angostura bitters,3.0,dash,3.0,0.4,1.0
235,curacao liqueur,0.5,oz,0.5,0.06666666666666667,4.0
235,rum,1.25,oz,1.25,0.16666666666666666,2.0
235,violet liqueur,0.25,oz,0.25,0.03333333333333333,5.0
235,vanilla syrup,0.5,oz,0.5,0.06666666666666667,4.0
235,ginger beer,1.0,,1.0,0.13333333333333333,3.0
236,absinthe,0.25,oz,0.25,0.030303030303030304,4.0
236,whisky,1.5,oz,1.5,0.18181818181818182,3.0
236,coffee,4.0,oz,4.0,0.48484848484848486,1.0
236,irish cream,2.5,oz,2.5,0.30303030303030304,2.0
237,lime juice,0.75,oz,0.75,0.2222222222222222,2.0
237,maraschino liqueur,0.25,oz,0.25,0.07407407407407407,3.0
237,orange liqueur,0.75,oz,0.75,0.2222222222222222,2.0
237,simple syrup,0.125,oz,0.125,0.037037037037037035,4.0
237,rum,1.5,oz,1.5,0.4444444444444444,1.0
238,lemon juice,0.5,oz,0.5,0.14285714285714285,3.0
238,cherry liqueur,0.5,oz,0.5,0.14285714285714285,3.0
238,gin,1.5,oz,1.5,0.42857142857142855,1.0
238,vermouth bianco,1.0,oz,1.0,0.2857142857142857,2.0
239,grapefruit juice,2.0,oz,2.0,0.3333333333333333,1.0
239,vodka,2.0,oz,2.0,0.3333333333333333,1.0
239,club soda,1.0,oz,1.0,0.16666666666666666,2.0
239,grapefruit bitters,1.0,tincture,1.0,0.16666666666666666,2.0
240,lime juice,1.0,oz,1.0,0.05555555555555555,4.0
240,gin,1.5,oz,1.5,0.08333333333333333,3.0
240,elderflower liqueur,1.0,oz,1.0,0.05555555555555555,4.0
240,chili tincture,8.5,drop,8.5,0.4722222222222222,1.0
240,maraschino cherries,6.0,l,6.0,0.3333333333333333,2.0
241,lime juice,0.5,oz,0.5,0.09090909090909091,3.0
241,rum,2.0,oz,2.0,0.36363636363636365,2.0
241,cola,3.0,oz,3.0,0.5454545454545454,1.0
242,lime juice,0.5,oz,0.5,0.09090909090909091,3.0
242,rum,2.0,oz,2.0,0.36363636363636365,2.0
242,ginger beer,3.0,oz,3.0,0.5454545454545454,1.0
243,ginger liqueur,0.5,oz,0.5,0.125,2.0
243,sherry,3.0,oz,3.0,0.75,1.0
243,chartreuse,0.25,oz,0.25,0.0625,3.0
243,orange juice,0.25,oz,0.25,0.0625,3.0
244,lemon juice,1.0,oz,1.0,0.16666666666666666,3.0
244,ginger liqueur,0.5,oz,0.5,0.08333333333333333,4.0
244,club soda,,top,,,
244,vodka,1.5,oz,1.5,0.25,2.0
244,ginger-cinnamon syrup,1.0,oz,1.0,0.16666666666666666,3.0
244,bitters,2.0,dash,2.0,0.3333333333333333,1.0
245,lime,4.0,piece,4.0,0.5333333333333333,1.0
245,sugar,1.5,tbsp,1.5,0.2,3.0
245,cachaca,2.0,oz,2.0,0.26666666666666666,2.0
246,fernet,1.0,dash,1.0,0.2,1.0
246,angostura bitters,1.0,dash,1.0,0.2,1.0
246,rum,1.0,oz,1.0,0.2,1.0
246,champagne,1.0,fill,1.0,0.2,1.0
246,peach bitters,1.0,dash,1.0,0.2,1.0
247,lemon juice,0.5,oz,0.5,0.15384615384615385,2.0
247,simple syrup,0.25,oz,0.25,0.07692307692307693,3.0
247,rum,2.0,oz,2.0,0.6153846153846154,1.0
247,creme de framboise,0.5,oz,0.5,0.15384615384615385,2.0
248,lemon juice,0.5,oz,0.5,0.11764705882352941,4.0
248,egg white,0.5,,0.5,0.11764705882352941,4.0
248,calvados,1.5,oz,1.5,0.35294117647058826,1.0
248,orgeat,0.75,oz,0.75,0.17647058823529413,3.0
248,pear and celery puree,1.0,oz,1.0,0.23529411764705882,2.0
249,lemon juice,1.0,oz,1.0,0.2,2.0
249,egg white,1.0,,1.0,0.2,2.0
249,angostura bitters,0.75,oz,0.75,0.15,3.0
249,amaretto,1.25,oz,1.25,0.25,1.0
249,rye whiskey,1.0,oz,1.0,0.2,2.0
250,lemon juice,0.75,oz,0.75,0.17647058823529413,3.0
250,bourbon,1.5,oz,1.5,0.35294117647058826,1.0
250,egg white,1.0,,1.0,0.23529411764705882,2.0
250,amaretto,0.5,oz,0.5,0.11764705882352941,4.0
250,demerara syrup,0.5,oz,0.5,0.11764705882352941,4.0
251,ginger liqueur,0.5,oz,0.5,0.07407407407407407,3.0
251,gin,1.0,oz,1.0,0.14814814814814814,2.0
251,egg,1.0,whole,1.0,0.14814814814814814,2.0
251,rum,0.25,oz,0.25,0.037037037037037035,4.0
251,sugar,3.0,spoon,3.0,0.4444444444444444,1.0
