recipe_id,num_nodes,pair_count,C_flavor,C_role,C_type,C_ratio,C_flavor_norm,C_role_norm,C_type_norm,C_ratio_norm,conflict_score,conflict_normalized
118,4,6,0.0,0.7199988000011999,0.0,0.0,0.0,0.06923065384626921,0.0,0.0,0.02186231174092712,0.02186231174092712
119,4,6,0.42788499326272433,0.7199988000011999,0.0,0.007857142857142858,0.07131416554378739,0.06923065384626921,0.0,0.0015714285714285715,0.04096002447801402,0.04096002447801402
120,6,15,0.882923544436905,0.0,0.0,0.0,0.058861569629127,0.0,0.0,0.0,0.015489886744507107,0.015489886744507107
121,6,15,0.5770981772819807,1.5199973333368892,0.0,0.0,0.03847321181879871,0.14615358974393167,0.0,0.0,0.056278294608293866,0.056278294608293866
122,5,10,0.1387281006725632,0.3,0.0,0.0,0.01387281006725632,0.028846153846153844,0.0,0.0,0.012760051232273929,0.012760051232273929
123,5,10,0.41252922030477956,0.7199976000048,0.0,0.04500000000000004,0.04125292203047796,0.06923053846199999,0.0,0.009000000000000008,0.03461304425917841,0.03461304425917841
124,4,6,0.24660422690029166,0.0,0.0,0.0,0.04110070448338194,0.0,0.0,0.0,0.01081597486404788,0.01081597486404788
125,6,15,0.4331467350592932,0.7199976000047996,0.0,0.0,0.028876449003952878,0.06923053846199996,0.0,0.0,0.029461340831145485,0.029461340831145485
126,5,10,0.37221817201567053,2.4,0.0,0.09926229508196725,0.03722181720156705,0.23076923076923075,0.0,0.019852459016393452,0.08684917403625228,0.08684917403625228
127,5,10,0.3122865668792426,0.0,0.0,0.0,0.03122865668792426,0.0,0.0,0.0,0.008218067549453752,0.008218067549453752
