global_rank,anchor_name,anchor_form,global_key_score,avg_importance,shrunk_importance,total_importance,recipe_count,top1_count,top3_count,top5_count,top1_rate,top3_rate,top5_rate,role_base_spirit_count,role_modifier_count,role_acid_count,role_sweetener_count,role_bitters_count,role_garnish_count,role_dilution_count,role_other_count,avg_freq,max_freq,dominant_role,dominant_role_ratio,is_suspect_node
28,kirschwasser,unknown,0.2687970971395426,0.0783444041148509,0.03417654025371371,0.0783444041148509,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
29,rock and rye,unknown,0.26879075052560647,0.0782405504322593,0.03416500095564798,0.0782405504322593,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
30,espresso,unknown,0.2687469962434856,0.0775245712702814,0.03408544771542821,0.0775245712702814,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
31,jasmine tea/rice-infused junipero gin,unknown,0.2687433823372212,0.077465434622319,0.03407887697676572,0.077465434622319,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
32,apple & cinnamon-infused karlsson's gold vodka,unknown,0.2686200700129945,0.0754475965895178,0.033854672750898915,0.0754475965895178,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
33,rye or bourbon whiskey,unknown,0.26856346491153793,0.0745213312929563,0.03375175438461431,0.0745213312929563,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
34,white rum,unknown,0.2685213673784196,0.0738324625692018,0.03367521341530825,0.0738324625692018,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
35,aquavit,unknown,0.268491905500789,0.0733503591170648,0.03362164636507081,0.0733503591170648,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
36,ypiòca,unknown,0.26831799744574475,0.0705045909436131,0.03330544990135395,0.0705045909436131,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
37,new york apple whiskey,unknown,0.26830155815773726,0.0702355844125814,0.033275560286794875,0.0702355844125814,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
38,apricot-infused h by hine,unknown,0.2682394139179195,0.069218678670109,0.033162570759853495,0.069218678670109,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
39,irish whiskey,unknown,0.2681947698258251,0.0684881389812918,0.033081399683318254,0.0684881389812918,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
40,prichard's lincoln county lightning,unknown,0.2677148157901861,0.0606343456708349,0.032208755982156376,0.0606343456708349,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
41,compass box great king street glasgow blend,unknown,0.2671047112937736,0.0506508175477221,0.031099475079588285,0.0506508175477221,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
42,glenrothes,unknown,0.26709185972686167,0.0504405191800723,0.031076108594293866,0.0504405191800723,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
43,chateau de montifaud xo silver,unknown,0.2668611094047064,0.0466646048175318,0.03065656255401159,0.0466646048175318,1,1,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
44,whisky,unknown,0.26626531782471385,0.06909076646830842,0.06190228483324408,2.5563583593274113,37,32,37,37,0.8648648648648649,1.0,1.0,36,1,0,0,0,0,0,0,0.0,0.0,base_spirit,0.972972972972973,False
45,scotch,unknown,0.26447085111661456,0.0349287396294201,0.030366425186984795,0.1047862188882603,3,2,3,3,0.6666666666666666,1.0,1.0,2,1,0,0,0,0,0,0,0.6666666666666666,2.0,base_spirit,0.6666666666666666,False
46,glenrothes vintage reserve,unknown,0.2566344527107871,0.07657831736365163,0.059909531244493344,1.1486747604547745,15,12,15,15,0.8,1.0,1.0,15,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
47,pisco,unknown,0.252388065259612,0.06260643027231313,0.056289988783710054,2.19122505953096,35,28,34,35,0.8,0.9714285714285714,1.0,33,2,0,0,0,0,0,0,0.0,0.0,base_spirit,0.9428571428571428,True
48,cachaca,unknown,0.25140571962675357,0.07610510957066995,0.06345189562411038,1.674312410554739,22,17,21,22,0.7727272727272727,0.9545454545454546,1.0,21,1,0,0,0,0,0,0,0.0,0.0,base_spirit,0.9545454545454546,True
49,applejack,unknown,0.24630612849063985,0.0714380962636267,0.03721206506958259,0.1428761925272534,2,1,2,2,0.5,1.0,1.0,1,1,0,0,0,0,0,0,2.0,2.0,base_spirit,0.5,True
50,rum,unknown,0.24292797696395804,0.05578506630728748,0.05310560862469826,4.072309840431986,73,47,62,66,0.6438356164383562,0.8493150684931506,0.9041095890410958,60,11,0,1,0,0,0,1,0.0136986301369863,1.0,base_spirit,0.821917808219178,True
51,h by hine,unknown,0.23063054779231432,0.05613255326175842,0.05234262278028437,2.806627663087921,50,38,41,47,0.76,0.82,0.94,41,9,0,0,0,0,0,0,0.0,0.0,base_spirit,0.82,True
52,pear brandy,unknown,0.20533059420908265,0.057784913799709646,0.03448142857679918,0.11556982759941929,2,1,1,2,0.5,0.5,1.0,1,1,0,0,0,0,0,0,2.0,2.0,base_spirit,0.5,False
53,rye whisky,unknown,0.20074017584466491,0.0356473120873086,0.030053908234318964,0.0712946241746172,2,1,2,2,0.5,1.0,1.0,1,1,0,0,0,0,0,0,0.0,0.0,base_spirit,0.5,False
54,the king's ginger,unknown,0.1625633167509061,0.0474366313306495,0.03241177208298714,0.094873262661299,2,1,1,2,0.5,0.5,1.0,1,1,0,0,0,0,0,0,0.0,0.0,base_spirit,0.5,False
55,slivovitz,unknown,0.16108001934129046,0.0339521094250527,0.029714867701867785,0.0679042188501054,2,1,1,2,0.5,0.5,1.0,1,1,0,0,0,0,0,0,0.0,0.0,base_spirit,0.5,True
56,miso washed white rhum agricole,unknown,0.13548128377234706,0.0499229604985422,0.031018602074123856,0.0499229604985422,1,0,1,1,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
57,rhubarb cucumber & mint-infused junipero gin,unknown,0.13500817712598578,0.0421812153762667,0.030158408171648794,0.0421812153762667,1,0,1,1,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
58,chateau de montifaud reserve speciale michel vallet,unknown,0.13490275855541653,0.0404561842214973,0.029966738043341084,0.0404561842214973,1,0,1,1,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,False
59,rhum agricole-style,unknown,0.134756906383807,0.0380695123224319,0.029701552276778263,0.0380695123224319,1,0,1,1,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0.0,0.0,base_spirit,1.0,True
60,scotch whisky,unknown,0.13456843342930516,0.005603798453144381,0.019789496187253414,0.028018992265721902,5,2,3,3,0.4,0.6,0.6,2,2,0,0,0,1,0,0,0.0,0.0,base_spirit,0.4,True
