pair_id,recipe_id_pos,recipe_id_neg,perturb_type,perturb_detail,syn_pos,conf_pos,bal_pos,syn_neg,conf_neg,bal_neg,syn_pos_norm,conf_pos_norm,bal_pos_norm,syn_neg_norm,conf_neg_norm,bal_neg_norm,conf_pos_good,conf_neg_good,delta_syn,delta_conf,delta_bal,delta_conf_good,overall_margin,is_hard_negative,validity_flag,drop_reason
c5fcd1fe-76f2-4a2e-9771-e785205cb88c,607,perturbed_541ed219,balance_change_role,"change_role:144,from:modifier,to:base_spirit,line_no:2",0.49208336,0.0411417306019426,-0.1122424523800008,0.492971776,0.0411417306019426,-0.3024216691123818,0.0073470695187193,0.0411417306019426,0.9534456617875176,0.0073603340479518,0.0411417306019426,0.6271619955873029,0.9588582693980574,0.9588582693980574,-0.000888416,0.0,0.1901792167323809,0.0,0.3262704016709823,False,True,
c915c64f-9ee2-4260-9cb6-820a43008a92,123,perturbed_6d12cc75,conflict_acid_sweetener_ratio_break,"acid_sweetener_ratio_break:571,role:sweetener,factor:0.5,line_no:4",1.007368697035062,0.0346130442591784,-0.1571223169002766,1.007368697035062,0.0354107553186397,-0.2696707673839066,0.0150405570472821,0.0346130442591784,0.8764468867065852,0.0150405570472821,0.0354107553186397,0.6833515439035484,0.9653869557408216,0.9645892446813604,0.0,0.0007977110594612,0.11254845048363,0.0007977110594612,0.1938930538624979,False,True,
96db4f62-86b6-408a-83bd-77a252504243,442,perturbed_0f839a9a,synergy_replace_with_different_anchor,"replace_with_different_anchor:125,1834,role:base_spirit,line_no:2",0.04421208,0.0037894736842105,-0.2042558137476417,0.06528192,0.0044210526315789,-0.2493953852648719,0.0006601101596428,0.0037894736842105,0.7955816354113523,0.0009746942155399,0.0044210526315789,0.7181372903435405,0.9962105263157895,0.995578947368421,-0.02106984,0.0006315789473685,0.0451395715172302,0.0006315789473685,0.0777613399592831,True,True,
9ecfd69d-e22e-4cb3-995f-636453296447,191,perturbed_c065efc3,balance_change_role,"change_role:91,from:sweetener,to:base_spirit,line_no:3",1.3178608588291516,0.0678918504591047,-0.2467463328584257,1.3067655468291517,0.1189041419564974,-0.2492839723915235,0.0196763722020938,0.0678918504591047,0.722682174616295,0.0195107132198517,0.1189041419564974,0.7183284374173512,0.9321081495408952,0.8810958580435025,0.0110953119999999,0.0510122914973927,0.0025376395330978,0.0510122914973927,0.0555316876785787,True,True,
0ed0c803-bb7e-40dc-8f35-753018e444a4,278,perturbed_94dfcaef,balance_remove_key_ingredient,"remove_key:119,role:acid,line_no:2",3.4408804638785524,0.0365079281105395,-0.1761015403894803,2.6584108133725746,0.0231956086371228,-0.2784490947744138,0.0513741980092944,0.0365079281105395,0.8438849131739838,0.0396915048197595,0.0231956086371228,0.6682908822114194,0.9634920718894604,0.9768043913628772,0.7824696505059778,-0.0133123194734167,0.1023475543849335,-0.0133123194734167,0.1739644046786825,False,True,
5fa4f6c3-677b-4bb5-b456-71fec291e2ff,166,perturbed_1199a5c0,synergy_insert_different_type,"insert_different_type:1685,type:juice",3.20762871697536,0.0342254368509119,-0.18946990858036,3.45138218897536,0.0337722235098691,-0.2376722040148074,0.0478916238375921,0.0342254368509119,0.8209492829858936,0.051530994419465,0.0337722235098691,0.7382503322601203,0.965774563149088,0.9662277764901308,-0.2437534719999998,-0.0004532133410427,0.0482022954344474,-0.0004532133410427,0.0786063668028576,True,True,
431860b3-2136-4faf-90fc-39ecf2de3760,567,perturbed_1caac44f,balance_remove_key_ingredient,"remove_key:1347,role:base_spirit,line_no:1",2.028476888,0.0488446581679804,-0.1475623825233722,1.3542266960000002,0.0927675859593404,-0.3445520416182039,0.0302862521367343,0.0488446581679804,0.8928485234927921,0.0202193337316213,0.0927675859593404,0.5548804254148676,0.9511553418320196,0.9072324140406596,0.6742501919999999,0.0439229277913599,0.1969896590948317,0.0439229277913599,0.3919579442743974,False,True,
80c8a676-2d59-450b-a213-29fa1160ac02,442,perturbed_543987f6,synergy_replace_with_different_type,"replace_with_different_type:50,95,role:modifier,line_no:1",0.04421208,0.0037894736842105,-0.2042558137476417,0.11055264,0.0125934277280083,-0.2493953852648719,0.0006601101596428,0.0037894736842105,0.7955816354113523,0.0016506104403895,0.0125934277280083,0.7181372903435405,0.9962105263157895,0.9874065722719916,-0.06634056,0.0088039540437979,0.0451395715172302,0.0088039540437979,0.0852577988308631,True,True,
5d6f179a-f53a-40ea-8445-096edb603bcc,44,perturbed_1eb3da75,balance_change_amount,"change_amount:201,factor:0.5,line_no:1",0.258862064,0.0241780647774736,-0.1999347435316489,0.219760472,0.0243311748253205,-0.2784490947744138,0.0038649499953974,0.0241780647774736,0.8029951407154923,0.00328114217325,0.0243311748253205,0.6682908822114194,0.9758219352225264,0.9756688251746796,0.0391015919999999,0.0001531100478469,0.0785143512427649,0.0001531100478469,0.1354411763740672,False,True,
eebd21f8-a42f-4481-961c-d5126f111ea1,304,perturbed_86c4fded,synergy_replace_with_different_anchor,"replace_with_different_anchor:1441,1309,role:modifier,line_no:4",3.705840807650278,0.0238587058987368,-0.2035351959465642,2.6765809675049894,0.0059372264755796,-0.2307154573027012,0.0553301986051987,0.0238587058987368,0.7968179735460054,0.039962795004367,0.0059372264755796,0.7501857732670438,0.9761412941012632,0.9940627735244204,1.0292598401452886,-0.0179214794231571,0.027180261356137,-0.0179214794231571,0.0440781244566359,True,True,
e687e0c9-def9-4707-a271-e1ff11ad7fb8,394,perturbed_c75cf887,synergy_replace_with_different_type,"replace_with_different_type:1888,199,role:sweetener,line_no:4",10.4805470061851,0.012456027875731,-0.174416545102333,4.641135470984956,0.0094364575069144,-0.2215350384784816,0.1564802098747,0.012456027875731,0.8467757991985813,0.0692946515222961,0.0094364575069144,0.7659362888211959,0.987543972124269,0.9905635424930856,5.839411535200144,-0.0030195703688165,0.0471184933761486,-0.0030195703688165,0.1650054983609727,False,True,
d9e71fbe-00b5-40c6-bc4a-74d479a2022a,707,perturbed_a78ae076,conflict_add_extra_base_spirit,"add_extra_base_spirit:1278,current=1",0.5305774848958793,0.0836649678658328,-0.2085335967414879,1.1367273408958791,0.0865556768695979,-0.2155223396813645,0.0079218075299219,0.0836649678658328,0.7882423964428524,0.0169719512510867,0.0865556768695979,0.7762520606546749,0.9163350321341672,0.913444323130402,-0.606149856,0.0028907090037652,0.0069887429398766,0.0028907090037652,0.0058309010707777,True,True,
a94e13b8-c216-4fc2-9a9f-2fdae9c7ebae,195,perturbed_42ff13b7,conflict_acid_sweetener_ratio_break,"acid_sweetener_ratio_break:22,role:sweetener,factor:0.5,line_no:3",2.547812536196524,0.0478618839518303,-0.1745681037445013,2.547812536196524,0.0482554497561977,-0.3029716387690043,0.038040212991759,0.0478618839518303,0.8465157754680146,0.038040212991759,0.0482554497561977,0.6262184323581295,0.9521381160481696,0.9517445502438022,0.0,0.0003935658043674,0.128403535024503,0.0003935658043674,0.2206909089142525,False,True,
19766fab-6aaf-4bc0-bfd0-348784aa42ef,568,perturbed_6af833e8,synergy_replace_with_different_anchor,"replace_with_different_anchor:38,2266,role:sweetener,line_no:2",2.6488198667580707,0.0127820096007169,-0.2279208423290786,1.4728417659098902,0.0080477929353592,-0.26707347035301,0.0395483068227228,0.0127820096007169,0.7549803940193984,0.0219903205916438,0.0080477929353592,0.6878076333333645,0.9872179903992832,0.9919522070646408,1.1759781008481804,-0.0047342166653575,0.0391526280239313,-0.0047342166653575,0.0799965302517553,True,True,
ddf7f39b-5714-4060-ad44-13f22e571a55,374,perturbed_bec17dda,synergy_replace_with_different_type,"replace_with_different_type:750,1915,role:base_spirit,line_no:3",0.2983450079999999,0.0118664973305202,-0.3409122669090301,0.360278064,0.0331456965031227,-0.3365061951716209,0.0044544516082374,0.0118664973305202,0.5611250564353184,0.0053791454811184,0.0331456965031227,0.5686843958033316,0.9881335026694796,0.9668543034968772,-0.0619330560000001,0.0212791991726024,-0.0044060717374091,0.0212791991726024,0.012795165931708,True,True,
14a2fee2-0a01-4bb9-98e0-fa785e6b9392,731,perturbed_f8575b2c,synergy_replace_with_different_type,"replace_with_different_type:3440,3213,role:modifier,line_no:3",2.2980189677739102,0.0237701493191167,-0.2083389436723803,1.3395849004033362,0.0228391825728131,-0.2307154573027012,0.0343106605181092,0.0237701493191167,0.7885763557372317,0.0200007238397372,0.0228391825728131,0.7501857732670438,0.9762298506808832,0.9771608174271867,0.958434067370574,-0.0009309667463035,0.0223765136303209,-0.0009309667463035,0.0517695524022563,True,True,
e4cc91fb-8770-413c-a5a8-c4b00db58cc8,382,perturbed_b2713706,synergy_replace_with_different_type,"replace_with_different_type:1025,1331,role:sweetener,line_no:3",2.25002554384571,0.0155028786394539,-0.2302186498297994,1.9999314170568443,0.025786744479544,-0.2331031748062615,0.033594092857618,0.0155028786394539,0.7510381280429193,0.0298600528857295,0.025786744479544,0.7460892519210317,0.984497121360546,0.974213255520456,0.2500941267888659,0.0102838658400902,0.0028845249764621,0.0102838658400902,0.0189667819338663,True,True,
8c6e66f4-1f51-4c15-974a-bdabaa889566,163,perturbed_518fe2ec,balance_change_role,"change_role:39,from:other,to:acid,line_no:6",3.593882919441357,0.0310207543114013,-0.1631124414060488,3.6273784154413575,0.1002515599793446,-0.250052895018295,0.053658607052418,0.0310207543114013,0.8661698447757129,0.0541587128427784,0.1002515599793446,0.7170092244244808,0.9689792456885988,0.8997484400206553,-0.0334954960000004,0.0692308056679433,0.0869404536122461,0.0692308056679433,0.2178913202288148,False,True,
6bd1225c-c0a8-4862-8eca-c30ea229a6f7,345,perturbed_2a1970b5,balance_remove_key_ingredient,"remove_key:1645,role:base_spirit,line_no:1",18.13902058428869,0.0269398834203245,-0.2565193804202576,12.75006783596485,0.0598430599482276,-0.3135198630355894,0.2708253439706836,0.0269398834203245,0.7059149071765998,0.1903653778482185,0.0598430599482276,0.6081212220281144,0.9730601165796756,0.9401569400517724,5.38895274832384,0.0329031765279032,0.0570004826153317,0.0329031765279032,0.2111568277988538,False,True,
09508cee-1db2-422b-9114-20094ffefc53,218,perturbed_480ebe27,balance_change_amount,"change_amount:151,factor:2.0,line_no:3",0.343968384,0.0101231050032054,-0.3112471764342875,0.343968384,0.0103336313189949,-0.3365061951716209,0.0051356331770485,0.0101231050032054,0.6120203889777835,0.0051356331770485,0.0103336313189949,0.5686843958033316,0.9898768949967948,0.989666368681005,0.0,0.0002105263157896,0.0252590187373334,0.0002105263157896,0.0435465194902413,True,True,
dd918877-5ea7-4e68-9d3c-b86921ac7b9e,659,perturbed_a15b8213,balance_change_amount,"change_amount:111,factor:0.5,line_no:4",0.508764448,0.0259173773714087,-0.1550409236715118,0.508764448,0.0248559001489407,-0.3029716387690043,0.0075961271442075,0.0259173773714087,0.880017858472871,0.0075961271442075,0.0248559001489407,0.6262184323581295,0.9740826226285912,0.9751440998510592,0.0,-0.0010614772224679,0.1479307150974925,-0.0010614772224679,0.2527379488922734,False,True,
2e1e3e5e-81c4-4e29-814a-56b414b2fee3,270,perturbed_24d884ea,balance_change_amount,"change_amount:1271,factor:0.5,line_no:1",4.693348308037868,0.0498423639924533,-0.1353842325626462,3.864464509275493,0.04243566542786,-0.2325521973585259,0.0700742172926105,0.0498423639924533,0.9137421389203558,0.0576985358786986,0.04243566542786,0.7470345441812989,0.9501576360075468,0.95756433457214,0.8288837987623756,-0.0074066985645933,0.0971679647958797,-0.0074066985645933,0.1716765775883753,False,True,
57fd00f4-0fa0-4103-bc39-91510af07b94,46,perturbed_2daabc52,synergy_replace_with_different_anchor,"replace_with_different_anchor:121,1607,role:modifier,line_no:3",1.4138818,0.0900531117577139,-0.201166249211943,1.1482662,0.0939802073378886,-0.2870301126103377,0.0211100165546179,0.0900531117577139,0.8008822905564855,0.0171442326304138,0.0939802073378886,0.6535687374505932,0.909946888242286,0.9060197926621112,0.2656155999999998,0.0039270955801747,0.0858638633983946,0.0039270955801747,0.1552064326102713,False,True,
dc5f7fbb-7f24-4306-9fe9-9f0fdfc8e8f7,510,perturbed_baf09e99,balance_remove_key_ingredient,"remove_key:5,role:base_spirit,line_no:1",0.9569564904231094,0.012210479722476,-0.2090179944908368,0.4983487635384874,0.0419476514076932,-0.3041644427129325,0.0142878756589701,0.012210479722476,0.7874113325849172,0.0074406153670489,0.0419476514076932,0.6241719813811512,0.987789520277524,0.9580523485923068,0.4586077268846219,0.0297371716852172,0.0951464482220957,0.0297371716852172,0.1998237831809046,False,True,
6a01dbdf-7a8a-4e00-838a-5d7385a64251,687,perturbed_4afcf50c,balance_change_role,"change_role:100,from:bitters,to:sweetener,line_no:5",1.7922506151215611,0.0152347362012426,-0.1576027734414634,1.819882111121561,0.0271596437530245,-0.2662860419457457,0.0267592666906386,0.0152347362012426,0.8756225846382423,0.0271718198036279,0.0271596437530245,0.6891585960305868,0.9847652637987574,0.9728403562469756,-0.0276314959999999,0.0119249075517818,0.1086832685042822,0.0119249075517818,0.1979763430464478,False,True,
9db5bb23-126b-4349-ab98-a0c5b207b15a,520,perturbed_9d5cece1,balance_change_role,"change_role:39,from:other,to:sweetener,line_no:5",0.9742020991959428,0.0188640546598245,-0.142838397812335,1.003245619195943,0.0188640546598245,-0.2662860419457457,0.0145453618835533,0.0188640546598245,0.9009532947557845,0.0149789972751429,0.0188640546598245,0.6891585960305868,0.9811359453401756,0.9811359453401756,-0.0290435199999998,0.0,0.1234476441334106,0.0,0.2113610633336078,False,True,
678535ae-233c-4b2a-827c-70347ea25dda,675,perturbed_43b4a4c9,synergy_replace_with_different_anchor,"replace_with_different_anchor:25,521,role:modifier,line_no:3",0.228714016,0.0153948012160202,-0.3261989329347189,0.2290048,0.0145046702620198,-0.335650336588815,0.0034148234060535,0.0153948012160202,0.586368196215003,0.0034191649677412,0.0145046702620198,0.5701527617002203,0.9846051987839798,0.9854953297379802,-0.000290784,-0.0008901309540003,0.0094514036540961,-0.0008901309540003,0.0153209619990943,True,True,
c915599c-1869-4594-b2a0-fef9dd12a672,11,perturbed_8859e514,balance_remove_key_ingredient,"remove_key:55,role:base_spirit,line_no:1",3.090670902945018,0.0116760125363867,-0.0993187440007093,2.5712591591496405,0.0459917590855623,-0.3404044109177704,0.0461453807001725,0.0116760125363867,0.975618405073297,0.0383902836968845,0.0459917590855623,0.5619963667581658,0.9883239874636132,0.9540082409144376,0.5194117437953776,0.0343157465491755,0.2410856669170611,0.0343157465491755,0.4556928818675947,False,True,
