pair_id,recipe_id_pos,recipe_id_neg,perturb_type,perturb_detail,syn_pos,conf_pos,bal_pos,syn_neg,conf_neg,bal_neg,syn_pos_norm,conf_pos_norm,bal_pos_norm,syn_neg_norm,conf_neg_norm,bal_neg_norm,conf_pos_good,conf_neg_good,delta_syn,delta_conf,delta_bal,delta_conf_good,overall_margin,is_hard_negative,validity_flag,drop_reason
c5bbbb2e-50a9-4aca-8505-5a8ac35bcdc9,509,perturbed_644dbb6d,balance_change_role,"change_role:57,from:acid,to:base_spirit,line_no:3",7.632387550690001,0.0308895669544372,-0.2469451900422358,7.6126424683623455,0.05275184225822673,-0.24962143887766206,0.1139556556611207,0.0308895669544372,0.7223410024729945,0.11366085095056491,0.05275184225822673,0.7177494582617481,0.9691104330455628,0.9472481577417733,0.01974508232765526,0.02186227530378948,0.002676248835426248,0.02186227530378948,0.026748624225591433,True,True,
2fe5ba84-11b8-4fb0-979c-8346eaa03330,216,perturbed_f434fb35,synergy_insert_different_type,"insert_different_type:2775,type:puree",5.418811813935445,0.0231855835744661,-0.2418042542607023,6.305367461935445,0.023146682995217684,-0.2565117453056508,0.0809057780491525,0.0231855835744661,0.7311611217442766,0.09414253122460897,0.023146682995217684,0.7059280064690913,0.9768144164255339,0.9768533170047823,-0.8865556479999999,-3.890057924837986e-05,0.014707491044948506,-3.890057924837986e-05,0.011957461520480273,True,True,
eac42816-c10d-4f80-a08c-ba0768f714ec,562,perturbed_0975b37a,conflict_acid_sweetener_ratio_break,"acid_sweetener_ratio_break:2397,role:sweetener,factor:0.5,line_no:5",2.7021130988948188,0.0531934179202627,-0.1595806651161153,2.7021130988948188,0.10443530161536907,-0.25669858715460026,0.0403440034733593,0.0531934179202627,0.8722291867788936,0.04034400347335931,0.10443530161536907,0.7056074486051863,0.9468065820797373,0.8955646983846309,0.0,0.051241883695106405,0.09711792203848496,0.051241883695106405,0.2178636218688137,False,True,
d67c0af1-bcc9-4ec4-9cfd-8ad85c5ca4e1,533,perturbed_846838c9,balance_change_amount,"change_amount:22,factor:0.5,line_no:3",0.826035362701969,0.0138030349496978,-0.1604068655202651,0.826035362701969,0.03566528596210276,-0.20319796014090274,0.012333152729838,0.0138030349496978,0.8708117043561878,0.012333152729838075,0.03566528596210276,0.7973965569313815,0.9861969650503022,0.9643347140378973,0.0,0.02186225101240491,0.042791094620637654,0.02186225101240491,0.09527739843721128,True,True,
b1264db4-d14e-4569-8e0b-cddffd350e16,334,perturbed_1f723366,synergy_replace_with_different_type,"replace_with_different_type:50,872,role:modifier,line_no:2",1.1782133920225093,0.0248194811013427,-0.2629451543124824,1.3512467200225093,0.024211144661684742,-0.30297163876900435,0.0175913603318662,0.0248194811013427,0.6948904372068918,0.020174841085760013,0.024211144661684742,0.6262184323581295,0.9751805188986573,0.9757888553383153,-0.17303332800000004,-0.0006083364396579638,0.04002648445652196,-0.0006083364396579638,0.06548018765521046,True,True,
ab360e7e-22f9-4425-acac-542d7d2e0369,479,perturbed_6457e70f,balance_remove_key_ingredient,"remove_key:7,role:acid,line_no:4",1.006619872,0.0098377563286924,-0.1950961169896004,0.58844216,0.029157197867511194,-0.30297163876900435,0.0150293766863166,0.0098377563286924,0.8112965988592329,0.008785758285476989,0.029157197867511194,0.6262184323581295,0.9901622436713076,0.9708428021324889,0.41817771199999987,0.019319441538818705,0.10787552177940396,0.019319441538818705,0.21064122644076178,False,True,
8e83a293-ff8d-4d4c-b52d-6aaef1cee5fb,577,perturbed_0df0a866,conflict_add_extra_base_spirit,"add_extra_base_spirit:552,current=1",0.855691392,0.041211556603559,-0.2685199919139673,1.743573616,0.008330172828532184,-0.2964315521410371,0.0127759332150424,0.041211556603559,0.6853258881339878,0.026032492884451162,0.008330172828532184,0.6374390245916278,0.958788443396441,0.9916698271714678,-0.8878822239999999,-0.03288138377502681,0.02791156022706981,-0.03288138377502681,0.001748920097924156,True,True,
70e797e8-6d0a-4911-be96-fbab7cd4838b,221,perturbed_6d32b712,balance_change_amount,"change_amount:22,factor:0.5,line_no:3",0.46710236,0.0274812871458448,-0.1570703738363399,0.46710236,0.02804254490737785,-0.30297163876900435,0.0069740897381245,0.0274812871458448,0.8765360035597625,0.006974089738124568,0.02804254490737785,0.6262184323581295,0.9725187128541553,0.9719574550926221,0.0,0.0005612577615331515,0.14590126493266445,0.0005612577615331515,0.25087882896316627,False,True,
e9df2e94-a181-47bb-b0e3-c3382805d1d8,399,perturbed_4db6712a,balance_change_role,"change_role:198,from:base_spirit,to:modifier,line_no:1",0.69487228,0.0259340917181686,-0.1890338957511939,0.6674514800000001,0.08362639941047634,-0.40093586468056575,0.0103748172825656,0.0259340917181686,0.8216973345703674,0.009965409974302113,0.08362639941047634,0.4581447209605794,0.9740659082818314,0.9163736005895237,0.027420799999999912,0.05769230769230771,0.21190196892937185,0.05769230769230771,0.42165432861035934,False,True,
94d04c31-46a3-4ec5-9812-9ce77ac13a3e,497,perturbed_9b13fb56,balance_remove_key_ingredient,"remove_key:1032,role:sweetener,line_no:3",7.912210429917759,0.0029365656783263,-0.203026311770696,5.74575025298243,0.0767177253964821,-0.19631678783916648,0.1181335619138632,0.0029365656783263,0.7976910478883359,0.0857871449785683,0.0767177253964821,0.8092023376309904,0.9970634343216737,0.9232822746035179,2.1664601769353293,0.0737811597181558,-0.006709523931529515,0.0737811597181558,0.09461628691079627,True,True,
